"year","wind.stress","ssh","KS.slp.diff","salinity.20m"
1950,0.115293753093761,0.105311982352915,3.49552408854167,NA
1951,0.0896522332809485,0.0682441603360537,3.28474934895833,NA
1952,0.0977619824247865,0.101139885183751,1.90020751953125,NA
1953,0.0981836790810363,0.112568207119801,12.5478515625,NA
1954,0.0786089873789001,0.0888838486699622,8.83638509114583,NA
1955,0.0849324664229002,0.0642851491256272,11.1546020507812,NA
1956,0.0829104660421195,0.0685690897907523,3.03120930989583,NA
1957,0.0797107890657518,0.0610906682972369,8.02370198567708,NA
1958,0.101541500838267,0.164505235456665,11.8528645833333,NA
1959,0.0936419390932233,0.0966232558055939,8.8426513671875,NA
1960,0.0969274893608663,0.116519943327393,13.9070231119792,NA
1961,0.0969126661085222,0.124924563022092,12.3538411458333,NA
1962,0.078493444392865,0.0668606752170155,7.62095133463542,NA
1963,0.0988219780642336,0.0824363124854111,8.25858561197917,NA
1964,0.0958097218221416,0.0742131129662637,10.3017171223958,NA
1965,0.0893844583702808,0.0780605455284415,5.08406575520833,NA
1966,0.08688235250982,0.102937506213676,4.0008544921875,NA
1967,0.0902756522030307,0.0618201579786559,2.72690836588542,NA
1968,0.0947069109985321,0.128261460869598,3.94720458984375,NA
1969,0.08836813731228,0.122277842570346,5.20218912760417,NA
1970,0.108189028772023,0.144889921659055,11.7917277018229,NA
1971,0.0920970980014152,0.0997447935167953,2.62361653645833,31.719
1972,0.0920446948806247,0.0801280154852746,4.09840901692708,31.995
1973,0.0823042070919173,0.106723983073009,5.49399820963542,NA
1974,0.0977639806789384,0.105220273027226,2.50142415364583,31.7596666666667
1975,0.0821281710675425,0.103377280324671,10.4314982096354,31.4883333333333
1976,0.0763220891824929,0.0871711926146147,9.12884521484375,31.6535
1977,0.111955957949586,0.124049123232548,17.3314005533854,30.883
1978,0.104001946547726,0.150284910639023,5.10394287109375,31.4485
1979,0.0943944487938525,0.0926554228018274,9.61104329427083,31.5438
1980,0.123045007607903,0.159516402762948,8.48246256510417,NA
1981,0.0849103482829263,0.187142873713464,11.252685546875,NA
1982,0.10778528879656,0.140133260596882,7.36897786458333,31.678
1983,0.103239544036206,0.2102792388562,10.6769002278646,31.2561666666667
1984,0.103393153259463,0.164484817196022,7.85693359375,NA
1985,0.0998184355482986,0.0857115318603588,10.2679443359375,31.161
1986,0.0846233598108626,0.150062321713476,11.3965250651042,31.343
1987,0.0860690822207498,0.163420553369956,13.8614908854167,31.0505
1988,0.142196804991439,0.146047193647334,10.5709635416667,31.0326666666667
1989,0.073178621448449,0.0672250786626881,10.0511271158854,31.687
1990,0.0974286143436925,0.0914312564739675,10.31689453125,31.479
1991,0.104890947984747,0.0865971234937509,3.83951822916667,31.535
1992,0.0962715327284741,0.161931249679941,13.4372151692708,31.1016666666667
1993,0.0925347362977501,0.123123903708024,7.97591145833333,31.062
1994,0.0912758562960405,0.11241134969574,11.1377766927083,31.331
1995,0.092318821186843,0.142603595148433,7.57958984375,31.3025
1996,0.0843563695645291,0.0999154043694337,3.36930338541667,31.6095
1997,0.10236969608099,0.0931092201167661,5.55128987630208,31.2326666666667
1998,0.108013224759573,0.212428851425648,11.3330485026042,31.051
1999,0.106945671492127,0.118523931029168,6.74287923177083,31.653
2000,0.0954998017673797,0.116827101305579,11.9504597981771,31.0254285714286
2001,0.09644024615649,0.123249307500594,13.7721761067708,31.225
2002,0.0865746211708076,0.128471857286764,9.8465576171875,31.4695
2003,0.0822194243744416,0.172614950754426,10.6360066731771,30.8858888888889
2004,0.120440336618703,0.150558385614193,6.89272054036458,31.276
2005,0.0729774413646842,0.0520912239059919,9.56172688802083,30.9443333333333
2006,0.0802169703442838,0.0921071032005729,10.7076619466146,31.1213333333333
2007,0.109406502022702,0.0533585746742602,9.50608317057292,31.578
2008,0.0913524778626267,0.0416006225557243,9.23531087239583,31.1005
2009,0.0720933471548351,0.0255722975878708,8.33624267578125,31.3776666666667
2010,0.114102422291252,0.134463474470558,9.76727294921875,31.2453333333333
2011,0.0840576032578167,0.0208524702371726,6.70094807942708,31.484
2012,0.0909819095871839,0.0413298400158634,10.6034342447917,31.3795
2013,0.0811151497642695,0.0376598498249553,7.84124755859375,31.24225
2014,0.0620353703864094,0.0265577682178418,8.92946370442708,31.1245
2015,0.0833166130943499,0.120571445967212,9.79534912109375,31.007
2016,0.126220315662204,0.147536497946941,11.8746744791667,30.861
2017,0.0613242582380002,0.0487042236706298,7.79750569661458,31.673
2018,0.0698292196094703,0.0318391362533227,6.5352783203125,NA
2019,0.0889663647822382,0.0632476838136261,9.66434733072917,NA
